repo,id,filename,old_cell,new_cell,type,evaluation,correct_old_cell,correct_new_cell
recommenders,62bde140f7444be4474618cc710399164912f888#1,notebooks/04_model_select_and_optimize/aml_hyperparameter_tuning.ipynb,14,11,split,n,14,14
recommenders,62bde140f7444be4474618cc710399164912f888#1,notebooks/04_model_select_and_optimize/aml_hyperparameter_tuning.ipynb,14,13,split,n,14,14
fastai,edab9efd388659eb52d313f85c76a22bd0767954#1,courses/dl1/test_transforms.ipynb,28,26,split,n,28,28
fastai,edab9efd388659eb52d313f85c76a22bd0767954#1,courses/dl1/test_transforms.ipynb,28,22,split,n,28,28
Data-Analysis,13368040a9d198b11608f3ecaa627a1956fa58b6#0,statistics/Investigating Data.ipynb,12,27,split,n,12,12
Data-Analysis,13368040a9d198b11608f3ecaa627a1956fa58b6#0,statistics/Investigating Data.ipynb,12,14,split,n,12,12
Data-Analysis,13368040a9d198b11608f3ecaa627a1956fa58b6#0,statistics/Investigating Data.ipynb,12,30,split,n,12,12
ThinkDSP,cc9b668fd3721c75561065c5a107870bb73ff2b5#0,code/chap09.ipynb,6,12,split,n,6,6
ThinkDSP,cc9b668fd3721c75561065c5a107870bb73ff2b5#0,code/chap09.ipynb,6,6,split,n,6,6
Data-Analysis,32730e4d9f10401db0f77886fc93d417174dcefb#0,plotly/Plotly Intro.ipynb,2,4,split,y,2,2
Data-Analysis,32730e4d9f10401db0f77886fc93d417174dcefb#0,plotly/Plotly Intro.ipynb,2,4,split,y,2,2
Data-Analysis,32730e4d9f10401db0f77886fc93d417174dcefb#0,plotly/Plotly Intro.ipynb,2,6,split,y,2,2
Data-Analysis,32730e4d9f10401db0f77886fc93d417174dcefb#0,plotly/Plotly Intro.ipynb,2,6,split,y,2,2
ThinkDSP,d600709e0d617efaa5a0a19970547b08528c3cd5#0,code/chap08.ipynb,18,18,split,n,18,18
ThinkDSP,d600709e0d617efaa5a0a19970547b08528c3cd5#0,code/chap08.ipynb,18,61,split,n,18,18
ThinkDSP,a9e67e3bba2cdc0dc5ea0a6cbb5c161b853137bb#0,code/chap06.ipynb,20,24,split,n,20,20
ThinkDSP,a9e67e3bba2cdc0dc5ea0a6cbb5c161b853137bb#0,code/chap06.ipynb,20,20,split,n,20,20
fastai,3f426336fea1f866213750f6ffb5cb17e35ff728#1,courses/dl1/test_transforms.ipynb,45,41,split,n,45,45
fastai,3f426336fea1f866213750f6ffb5cb17e35ff728#1,courses/dl1/test_transforms.ipynb,45,47,split,n,45,45
fastai,cc5ed2e3515467ac0a03cd047d79b623406048b5#0,docs_src/widgets.image_cleaner.ipynb,73,65,split,n,73,73
fastai,cc5ed2e3515467ac0a03cd047d79b623406048b5#0,docs_src/widgets.image_cleaner.ipynb,73,58,split,n,73,73
h2o-3,9fa3eceaf326e0bea9f1b18150f825a202698ce5#0,examples/deeplearning/notebooks/deeplearning_mxnet_cifar10.ipynb,9,13,split,n,9,9
h2o-3,9fa3eceaf326e0bea9f1b18150f825a202698ce5#0,examples/deeplearning/notebooks/deeplearning_mxnet_cifar10.ipynb,9,14,split,n,9,9
Data-Analysis,0ccbf25fce26b756abe8908531ad5827c4a43183#0,univariate_dist/Histogram and Density Plot.ipynb,16,18,split,n,16,16
Data-Analysis,0ccbf25fce26b756abe8908531ad5827c4a43183#0,univariate_dist/Histogram and Density Plot.ipynb,16,28,split,n,16,16
Data-Analysis,0ccbf25fce26b756abe8908531ad5827c4a43183#0,univariate_dist/Histogram and Density Plot.ipynb,16,29,split,n,16,16
fastai,ea9c07a0c49a4714e51ba3b8016157f034803bb4#1,courses/dl1/lesson6-rnn.ipynb,151,148,split,y,151,151
fastai,ea9c07a0c49a4714e51ba3b8016157f034803bb4#1,courses/dl1/lesson6-rnn.ipynb,151,148,split,y,151,151
fastai,ea9c07a0c49a4714e51ba3b8016157f034803bb4#1,courses/dl1/lesson6-rnn.ipynb,151,149,split,y,151,151
fastai,ea9c07a0c49a4714e51ba3b8016157f034803bb4#1,courses/dl1/lesson6-rnn.ipynb,151,149,split,y,151,151
fastai,64aea869ea5c5ab80c41cb5be624fbe19d43f9c1#1,courses/dl2/enhance.ipynb,49,66,split,n,49,49
fastai,64aea869ea5c5ab80c41cb5be624fbe19d43f9c1#1,courses/dl2/enhance.ipynb,49,61,split,n,49,49
PmagPy,a64b87b63bb7540728ebf494b65b6c36a1b43291#4,PmagPy_plots_analysis.ipynb,172,172,split,n,172,172
PmagPy,a64b87b63bb7540728ebf494b65b6c36a1b43291#4,PmagPy_plots_analysis.ipynb,172,198,split,n,172,172
ThinkDSP,fcb5216ab348a1256e7fa79e57b7c3887df0c4ab#0,code/chap04.ipynb,19,20,split,n,19,19
ThinkDSP,fcb5216ab348a1256e7fa79e57b7c3887df0c4ab#0,code/chap04.ipynb,19,14,split,n,19,19
fastai,f93ddafcdfdc0f96ed059af0eff59a10b2726dca#0,courses/ml1/lesson1.ipynb,69,56,split,n,69,69
fastai,f93ddafcdfdc0f96ed059af0eff59a10b2726dca#0,courses/ml1/lesson1.ipynb,69,82,split,n,69,69
recommenders,ffcf4c7384c1a38971a1439dfbac20d95a73ce00#1,notebooks/04_model_select_and_optimize/hypertune_aml_wide_and_deep_quickstart.ipynb,37,32,split,n,37,37
recommenders,ffcf4c7384c1a38971a1439dfbac20d95a73ce00#1,notebooks/04_model_select_and_optimize/hypertune_aml_wide_and_deep_quickstart.ipynb,37,34,split,n,37,37
recommenders,ffcf4c7384c1a38971a1439dfbac20d95a73ce00#1,notebooks/04_model_select_and_optimize/hypertune_aml_wide_and_deep_quickstart.ipynb,37,28,split,n,37,37
recommenders,ffcf4c7384c1a38971a1439dfbac20d95a73ce00#1,notebooks/04_model_select_and_optimize/hypertune_aml_wide_and_deep_quickstart.ipynb,37,36,split,n,37,37
ThinkDSP,c4ea7ce427f3cccef458d46c181a4ae5f9559ea3#0,code/chap11.ipynb,75,80,split,n,75,75
ThinkDSP,c4ea7ce427f3cccef458d46c181a4ae5f9559ea3#0,code/chap11.ipynb,75,81,split,n,75,75
fastai,2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c#3,docs_src/tabular.transform.ipynb,13,9,split,n,13,13
fastai,2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c#3,docs_src/tabular.transform.ipynb,13,42,split,n,13,13
fastai,2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c#3,docs_src/tabular.transform.ipynb,13,44,split,n,13,13
fastai,2bbbaabe934fde46cbd4bd8cb44b770f7cf7720c#3,docs_src/tabular.transform.ipynb,13,13,split,n,13,13
PmagPy,a64b87b63bb7540728ebf494b65b6c36a1b43291#4,PmagPy_plots_analysis.ipynb,61,61,split,n,61,61
PmagPy,a64b87b63bb7540728ebf494b65b6c36a1b43291#4,PmagPy_plots_analysis.ipynb,61,29,split,n,61,61
PmagPy,a80c889e7a63e964b9077f168c0835417137b221#0,PmagPy-cli.ipynb,323,318,split,n,323,323
PmagPy,a80c889e7a63e964b9077f168c0835417137b221#0,PmagPy-cli.ipynb,323,323,split,n,323,323
PmagPy,a80c889e7a63e964b9077f168c0835417137b221#0,PmagPy-cli.ipynb,323,46,split,n,323,323
Data-Analysis,6012c3d1b2062b135f81d8cb9b9d22dcab5e553a#0,statistics/Simpson's Paradox.ipynb,6,10,split,n,6,6
Data-Analysis,6012c3d1b2062b135f81d8cb9b9d22dcab5e553a#0,statistics/Simpson's Paradox.ipynb,6,11,split,n,6,6
Data-Analysis,6012c3d1b2062b135f81d8cb9b9d22dcab5e553a#0,statistics/Simpson's Paradox.ipynb,6,13,split,n,6,6
recommenders,d08d8c6cb4a3d08922fef4d7f38d0f1ffc6c752b#0,notebooks/02_model/vowpal_wabbit_deep_dive.ipynb,3,3,split,y,3,3
recommenders,d08d8c6cb4a3d08922fef4d7f38d0f1ffc6c752b#0,notebooks/02_model/vowpal_wabbit_deep_dive.ipynb,3,3,split,y,3,3
recommenders,d08d8c6cb4a3d08922fef4d7f38d0f1ffc6c752b#0,notebooks/02_model/vowpal_wabbit_deep_dive.ipynb,3,4,split,y,3,3
recommenders,d08d8c6cb4a3d08922fef4d7f38d0f1ffc6c752b#0,notebooks/02_model/vowpal_wabbit_deep_dive.ipynb,3,4,split,y,3,3
recommenders,789206a3c0facff2871149c94a7b2500b3f1c032#0,notebooks/00_quick_start/sar_python_cpu_movielens.ipynb,23,24,split,n,23,23
recommenders,789206a3c0facff2871149c94a7b2500b3f1c032#0,notebooks/00_quick_start/sar_python_cpu_movielens.ipynb,23,25,split,n,23,23
recommenders,789206a3c0facff2871149c94a7b2500b3f1c032#0,notebooks/00_quick_start/sar_python_cpu_movielens.ipynb,23,26,split,n,23,23
recommenders,789206a3c0facff2871149c94a7b2500b3f1c032#0,notebooks/00_quick_start/sar_python_cpu_movielens.ipynb,23,27,split,n,23,23
ThinkDSP,3ff701e4b9869e019affd757a24002ea5a40fd8d#4,code/chap08.ipynb,19,66,split,n,19,19
ThinkDSP,3ff701e4b9869e019affd757a24002ea5a40fd8d#4,code/chap08.ipynb,19,18,split,n,19,19
ThinkDSP,3ff701e4b9869e019affd757a24002ea5a40fd8d#4,code/chap08.ipynb,19,23,split,n,19,19
Data-Analysis,2a174e9848b1aca55d907606e4e52e00ad8dfefe#0,plotly/plotly-intermediate-time-series.ipynb,25,36,split,n,25,25
Data-Analysis,2a174e9848b1aca55d907606e4e52e00ad8dfefe#0,plotly/plotly-intermediate-time-series.ipynb,25,37,split,n,25,25
recommenders,d79b6aee4c651015040cbe3f67ead936d26facbb#0,notebooks/02_model/ncf_deep_dive.ipynb,29,29,split,y,29,29
recommenders,d79b6aee4c651015040cbe3f67ead936d26facbb#0,notebooks/02_model/ncf_deep_dive.ipynb,29,29,split,y,29,29
recommenders,d79b6aee4c651015040cbe3f67ead936d26facbb#0,notebooks/02_model/ncf_deep_dive.ipynb,29,30,split,y,29,29
recommenders,d79b6aee4c651015040cbe3f67ead936d26facbb#0,notebooks/02_model/ncf_deep_dive.ipynb,29,30,split,y,29,29
fastai,a1bae68f8558a1a44cc18a6e0bf4960483b585bc#0,docs_src/text_tmp.ipynb,11,4,split,y,11,11
fastai,a1bae68f8558a1a44cc18a6e0bf4960483b585bc#0,docs_src/text_tmp.ipynb,11,4,split,y,11,11
fastai,a1bae68f8558a1a44cc18a6e0bf4960483b585bc#0,docs_src/text_tmp.ipynb,11,5,split,y,11,11
fastai,a1bae68f8558a1a44cc18a6e0bf4960483b585bc#0,docs_src/text_tmp.ipynb,11,5,split,y,11,11
Data-Analysis,42af1df7746821893028ee49e52a6060f35d18c4#0,medium/Medium Stats Analysis.ipynb,81,80,split,y,81,81
Data-Analysis,42af1df7746821893028ee49e52a6060f35d18c4#0,medium/Medium Stats Analysis.ipynb,81,80,split,y,81,81
Data-Analysis,42af1df7746821893028ee49e52a6060f35d18c4#0,medium/Medium Stats Analysis.ipynb,81,81,split,y,81,81
Data-Analysis,42af1df7746821893028ee49e52a6060f35d18c4#0,medium/Medium Stats Analysis.ipynb,81,81,split,y,81,81
fastai,d22bc506642576be1b5273282f4da35d2bcf05bd#0,docs_src/text.data.ipynb,16,16,split,n,16,16
fastai,d22bc506642576be1b5273282f4da35d2bcf05bd#0,docs_src/text.data.ipynb,16,20,split,n,16,16
recommenders,b43ced82363f2ef5aa7074c98180e870d318bff3#0,notebooks/05_operationalize/als_movie_o16n.ipynb,36,36,split,y,36,36
recommenders,b43ced82363f2ef5aa7074c98180e870d318bff3#0,notebooks/05_operationalize/als_movie_o16n.ipynb,36,36,split,y,36,36
recommenders,b43ced82363f2ef5aa7074c98180e870d318bff3#0,notebooks/05_operationalize/als_movie_o16n.ipynb,36,37,split,y,36,36
recommenders,b43ced82363f2ef5aa7074c98180e870d318bff3#0,notebooks/05_operationalize/als_movie_o16n.ipynb,36,37,split,y,36,36
recommenders,bb5389b11e2b5cb5a22679c1356fa80543239f2b#0,notebooks/00_quick_start/tfidf_covid.ipynb,17,17,split,n,17,17
recommenders,bb5389b11e2b5cb5a22679c1356fa80543239f2b#0,notebooks/00_quick_start/tfidf_covid.ipynb,17,19,split,n,17,17
PmagPy,a64b87b63bb7540728ebf494b65b6c36a1b43291#0,PmagPy-cli.ipynb,316,192,split,n,316,316
PmagPy,a64b87b63bb7540728ebf494b65b6c36a1b43291#0,PmagPy-cli.ipynb,316,216,split,n,316,316
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,12,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,12,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,12,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,13,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,13,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,13,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,14,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,14,split,y,10,10
recommenders,90286eaa02f1723c54eb16cc2559a86abd832472#0,notebooks/02_model/mmlspark_lightgbm_criteo.ipynb,10,14,split,y,10,10
fastai,5300b154af0641580f67708eeb26d981fdf465d1#0,courses/dl1/test_transforms.ipynb,10,50,split,n,10,10
fastai,5300b154af0641580f67708eeb26d981fdf465d1#0,courses/dl1/test_transforms.ipynb,10,53,split,n,10,10
fastai,5300b154af0641580f67708eeb26d981fdf465d1#0,courses/dl1/test_transforms.ipynb,10,6,split,n,10,10
fastai,5300b154af0641580f67708eeb26d981fdf465d1#0,courses/dl1/test_transforms.ipynb,10,7,split,n,10,10
fastai,3e9f1021dde2b731ce13493ecfb96db1e46da73d#2,courses/dl1/lesson2-image_models.ipynb,22,33,split,n,22,22
fastai,3e9f1021dde2b731ce13493ecfb96db1e46da73d#2,courses/dl1/lesson2-image_models.ipynb,22,27,split,n,22,22
recommenders,e83ecb4287d604a1b695b49e477f59c85c9c6d57#0,notebooks/05_operationalize/create_and_configure_cluster.ipynb,11,11,split,y,11,11
recommenders,e83ecb4287d604a1b695b49e477f59c85c9c6d57#0,notebooks/05_operationalize/create_and_configure_cluster.ipynb,11,11,split,y,11,11
recommenders,e83ecb4287d604a1b695b49e477f59c85c9c6d57#0,notebooks/05_operationalize/create_and_configure_cluster.ipynb,11,12,split,y,11,11
recommenders,e83ecb4287d604a1b695b49e477f59c85c9c6d57#0,notebooks/05_operationalize/create_and_configure_cluster.ipynb,11,12,split,y,11,11
ThinkDSP,c4ea7ce427f3cccef458d46c181a4ae5f9559ea3#1,code/chap11soln.ipynb,5,6,split,n,5,5
ThinkDSP,c4ea7ce427f3cccef458d46c181a4ae5f9559ea3#1,code/chap11soln.ipynb,5,7,split,n,5,5
PmagPy,c2fbebfa57b8fe95fae763aa299caac90443969d#0,PmagPy-cli.ipynb,219,80,split,n,219,219
PmagPy,c2fbebfa57b8fe95fae763aa299caac90443969d#0,PmagPy-cli.ipynb,219,174,split,n,219,219
Data-Analysis,628b6a3c8e5320291ee2c083e38d32a21734e127#0,bayesian_lr/Bayesian Linear Regression Project.ipynb,26,27,split,n,26,26
Data-Analysis,628b6a3c8e5320291ee2c083e38d32a21734e127#0,bayesian_lr/Bayesian Linear Regression Project.ipynb,26,29,split,n,26,26
recommenders,53926bc31f6120c9d8ab9c567cb43ee3dd1a65db#0,notebooks/00_quick_start/wide_deep_movielens.ipynb,3,4,split,y,3,3
recommenders,53926bc31f6120c9d8ab9c567cb43ee3dd1a65db#0,notebooks/00_quick_start/wide_deep_movielens.ipynb,3,4,split,y,3,3
recommenders,53926bc31f6120c9d8ab9c567cb43ee3dd1a65db#0,notebooks/00_quick_start/wide_deep_movielens.ipynb,3,5,split,y,3,3
recommenders,53926bc31f6120c9d8ab9c567cb43ee3dd1a65db#0,notebooks/00_quick_start/wide_deep_movielens.ipynb,3,5,split,y,3,3
Data-Analysis,94fd16fff52002dbb106dd0a7e44ca075117045e#0,slack_interaction/Slack Integration.ipynb,84,84,split,n,84,84
Data-Analysis,94fd16fff52002dbb106dd0a7e44ca075117045e#0,slack_interaction/Slack Integration.ipynb,84,101,split,n,84,84
Data-Analysis,94fd16fff52002dbb106dd0a7e44ca075117045e#0,slack_interaction/Slack Integration.ipynb,84,86,split,n,84,84
fastai,e1c16d8e29de33860f7cada84482d43a27b2fd71#0,courses/dl1/test_transforms.ipynb,31,41,split,n,31,31
fastai,e1c16d8e29de33860f7cada84482d43a27b2fd71#0,courses/dl1/test_transforms.ipynb,31,34,split,n,31,31
ThinkDSP,5d951619cd7d9ae1d7d63697a66ca06d02fc9f14#1,code/chap09soln.ipynb,12,35,split,n,12,12
ThinkDSP,5d951619cd7d9ae1d7d63697a66ca06d02fc9f14#1,code/chap09soln.ipynb,12,13,split,n,12,12
recommenders,a02a089a5c413a7313f369f484537b613dd8dad0#0,notebooks/00_quick_start/wide_deep_model_movielens.ipynb,19,16,split,y,19,19
recommenders,a02a089a5c413a7313f369f484537b613dd8dad0#0,notebooks/00_quick_start/wide_deep_model_movielens.ipynb,19,16,split,y,19,19
recommenders,a02a089a5c413a7313f369f484537b613dd8dad0#0,notebooks/00_quick_start/wide_deep_model_movielens.ipynb,19,17,split,y,19,19
recommenders,a02a089a5c413a7313f369f484537b613dd8dad0#0,notebooks/00_quick_start/wide_deep_model_movielens.ipynb,19,17,split,y,19,19
h2o-3,19ab94b13e013a23258100f8358801db86ad675e#14,h2o-py/demos/confusion_DEPRECATED_matrices_binomial.ipynb,12,9,split,n,12,12
h2o-3,19ab94b13e013a23258100f8358801db86ad675e#14,h2o-py/demos/confusion_DEPRECATED_matrices_binomial.ipynb,12,12,split,n,12,12
h2o-3,19ab94b13e013a23258100f8358801db86ad675e#14,h2o-py/demos/confusion_DEPRECATED_matrices_binomial.ipynb,12,7,split,n,12,12
